nome,genero,data_nascimento,salario_bruto,quant_viagem,presença_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,M,29/05/1991,"R$
                                                            33.763,00",0,82 dias,0 dias,10 dias,13 reuniões,10 reuniões,3 reuniões,"R$ 289.321,08","R$ 39.534,77","R$ 31.282,38","R$ 56.382,81","R$ 46.765,21","R$ 50.641,59","R$ 43.365,67","R$ 18.271,75","R$ 239,65","R$ 40,19","R$ 1.714,17","R$ 1.082,89",,"97.669,43","98.842,46","98.853,61","101.434,99","105.314,69","105.934,61","105.601,33","88.221,20","71.613,40","65.419,80",,
FLÁVIO RODRIGUES NOGUEIRA,M,27/02/1953,"R$
                                                            33.763,00",0,91 dias,0 dias,1 dias,39 reuniões,4 reuniões,0 reuniões,"R$ 395.772,41","R$ 38.329,27","R$ 41.835,51","R$ 39.604,13","R$ 37.048,37","R$ 42.494,03","R$ 47.068,00","R$ 42.082,62","R$ 36.727,61","R$ 36.484,39","R$ 34.098,48",,,"110.937,69","110.937,69","111.074,66","110.962,76","111.467,18","111.544,27","111.544,27","111.544,27","111.544,27","105.327,63",,
FRANCISCO RODRIGUES VALE JUNIOR,M,15/03/1969,"R$
                                                            33.763,00",0,87 dias,2 dias,3 dias,25 reuniões,6 reuniões,2 reuniões,"R$ 309.142,86","R$ 17.093,58","R$ 30.616,27","R$ 50.032,21","R$ 33.547,10","R$ 38.718,63","R$ 30.008,06","R$ 31.405,20","R$ 20.504,95","R$ 10.000,71","R$ 26.688,21","R$ 20.527,94",,"110.440,58","110.440,58","110.440,58","110.440,58","108.630,41","108.370,30","101.304,39","105.472,56","105.472,56","105.472,56",,
FRANCO CARTAFINA GOMES,M,03/11/1986,"R$
                                                            33.763,00",0,86 dias,3 dias,3 dias,44 reuniões,15 reuniões,4 reuniões,"R$ 318.135,20","R$ 28.065,10","R$ 33.009,58","R$ 43.304,17","R$ 45.119,68","R$ 52.088,32","R$ 34.699,31","R$ 22.247,15","R$ 51.692,11","R$ 5.409,62","R$ 2.332,94","R$ 167,22",,"110.962,06","110.962,06","110.962,06","110.962,06","111.166,17","111.568,67","111.568,67","111.568,67","111.568,67","111.568,67",,
FLAVIANO FLÁVIO BAPTISTA DE MELO,M,17/11/1949,"R$
                                                            33.763,00",0,82 dias,0 dias,10 dias,3 reuniões,1 reuniões,0 reuniões,"R$ 438.870,21","R$ 34.282,68","R$ 37.155,36","R$ 51.227,13","R$ 29.713,90","R$ 79.405,70","R$ 25.480,53","R$ 38.048,40","R$ 39.592,10","R$ 54.822,12","R$ 29.142,29","R$ 20.000,00",,"107.904,83","107.983,89","111.367,03","111.659,62","111.659,62","111.659,62","111.659,62","110.227,30","110.179,56","110.179,56",,
FREDERICO BORGES DA COSTA,M,12/07/1977,"R$
                                                            33.763,00",0,83 dias,0 dias,9 dias,14 reuniões,5 reuniões,1 reuniões,"R$ 285.262,12","R$ 14.730,30","R$ 29.479,43","R$ 41.701,41","R$ 55.095,45","R$ 44.266,74","R$ 24.177,23","R$ 21.336,08","R$ 23.057,48","R$ 15.301,98","R$ 12.687,52","R$ 3.428,50",,"110.167,89","108.567,01","109.305,97","109.305,97","109.563,08","108.452,71","101.554,25","109.006,01","107.977,56","103.926,38",,
ANTONIO RIBEIRO,M,03/03/1944,"R$
                                                            33.763,00",0,86 dias,0 dias,6 dias,30 reuniões,14 reuniões,4 reuniões,"R$ 361.696,70","R$ 40.812,78","R$ 41.699,11","R$ 53.527,13","R$ 42.212,73","R$ 53.135,08","R$ 32.573,14","R$ 21.560,81","R$ 17.788,85","R$ 19.494,29","R$ 37.582,25","R$ 1.310,53",,"110.889,19","110.889,19","110.889,19","110.313,55","109.560,78","110.047,86","110.889,19","110.889,19","110.889,19","110.889,19",,
GELSON DE AZEVEDO ALMEIDA,M,10/01/1965,"R$
                                                            33.763,00",0,88 dias,4 dias,0 dias,17 reuniões,13 reuniões,0 reuniões,"R$ 320.500,73","R$ 17.208,87","R$ 18.142,04","R$ 73.589,54","R$ 23.955,82","R$ 60.671,30","R$ 21.380,73","R$ 24.088,36","R$ 10.719,92","R$ 15.215,86","R$ 4.613,07","R$ 50.915,22",,"111.429,10","111.429,10","111.429,10","111.207,70","111.523,22","111.580,75","111.580,75","111.580,75","111.580,75","109.244,43",,
GENECIAS MATEUS NORONHA,M,13/03/1963,"R$
                                                            33.763,00",0,58 dias,3 dias,31 dias,0 reuniões,0 reuniões,0 reuniões,"R$ 182.956,80","R$ 6.912,14","R$ 17.143,52","R$ 35.003,95","R$ 26.327,99","R$ 19.477,71","R$ 14.497,11","R$ 13.104,39","R$ 10.260,84","R$ 26.907,04","R$ 13.322,11",,,"92.989,03","98.109,44","100.534,90","101.430,22","99.984,28","106.905,63","103.040,08","103.040,08","103.040,08","103.040,08",,
ROBERTO SEBASTIÃO PETERNELLI JUNIOR,M,06/08/1954,"R$
                                                            33.763,00",0,89 dias,3 dias,0 dias,132 reuniões,21 reuniões,0 reuniões,"R$ 219.516,20","R$ 17.011,69","R$ 44.800,56","R$ 44.569,19","R$ 22.660,96","R$ 25.933,02","R$ 28.500,81","R$ 13.743,54","R$ 9.053,72","R$ 5.578,56","R$ 7.617,80","R$ 46,35",,"67.824,41","70.484,71","70.484,71","74.499,52","79.446,76","86.394,48","95.109,95","76.397,80","54.701,66","54.701,66",,
EUGENIO JOSÉ ZULIANI,M,13/01/1976,"R$
                                                            33.763,00",0,51 dias,24 dias,17 dias,9 reuniões,37 reuniões,17 reuniões,"R$ 286.007,56","R$ 35.715,90","R$ 40.468,18","R$ 42.837,22","R$ 40.713,17","R$ 63.995,25","R$ 18.553,55","R$ 16.151,75","R$ 15.973,11","R$ 2.755,29","R$ 8.115,64","R$ 728,50",,"111.641,38","111.641,38","111.641,38","106.897,30","106.370,18","106.370,18","106.370,18","106.370,18","106.370,18","106.370,18",,
ELIÉSER GIRÃO MONTEIRO FILHO,M,08/05/1955,"R$
                                                            33.763,00",0,85 dias,3 dias,4 dias,47 reuniões,6 reuniões,3 reuniões,"R$ 363.091,99","R$ 37.148,25","R$ 58.184,62","R$ 39.315,76","R$ 43.316,28","R$ 45.230,05","R$ 37.619,01","R$ 23.969,66","R$ 26.317,64","R$ 11.257,52","R$ 39.833,77","R$ 899,43",,"111.550,61","111.550,61","111.550,61","111.550,61","111.550,61","110.587,36","111.550,61","111.550,61","111.550,61","111.550,61",,
GERVÁSIO AGRIPINO MAIA,M,14/04/1975,"R$
                                                            33.763,00",0,81 dias,6 dias,5 dias,36 reuniões,14 reuniões,5 reuniões,"R$ 270.049,07","R$ 23.330,03","R$ 37.075,33","R$ 36.581,92","R$ 43.748,87","R$ 45.588,36","R$ 26.193,97","R$ 18.498,45","R$ 14.012,00","R$ 10.194,19","R$ 13.781,20","R$ 1.044,75",,"111.615,50","110.598,88","110.561,62","110.298,77","109.955,04","109.955,04","110.552,62","111.283,45","110.263,58","110.809,92",,
GILLIANO FRED NASCIMENTO CUTRIM,M,26/10/1979,"R$
                                                            33.763,00",0,76 dias,11 dias,5 dias,22 reuniões,27 reuniões,4 reuniões,"R$ 406.001,14","R$ 46.898,79","R$ 47.176,96","R$ 48.122,54","R$ 51.226,09","R$ 58.582,87","R$ 18.377,58","R$ 25.986,45","R$ 21.934,68","R$ 12.653,68","R$ 75.041,50",,,"111.301,75","111.301,75","111.619,50","111.641,41","111.641,41","111.641,41","111.641,41","111.641,41","111.641,41","111.236,56",,
GILBERTO NASCIMENTO SILVA,M,09/07/1956,"R$
                                                            33.763,00",0,65 dias,0 dias,27 dias,29 reuniões,9 reuniões,3 reuniões,"R$ 404.619,88","R$ 42.667,83","R$ 49.626,23","R$ 52.149,16","R$ 48.827,83","R$ 41.954,56","R$ 33.307,84","R$ 45.287,25","R$ 30.344,91","R$ 25.638,80","R$ 28.819,14","R$ 5.996,33",,"110.917,37","111.198,75","111.198,75","111.198,75","106.097,59","109.244,31","100.666,68","106.570,48","106.570,48","103.339,74",,
FERNANDO LÚCIO GIACOBO,M,17/12/1970,"R$
                                                            33.763,00",0,86 dias,5 dias,1 dias,13 reuniões,7 reuniões,1 reuniões,"R$ 369.972,81","R$ 27.455,42","R$ 49.074,18","R$ 58.575,31","R$ 7.832,83","R$ 52.242,70","R$ 38.497,82","R$ 8.820,58","R$ 6.333,82","R$ 4.309,92","R$ 66.740,23","R$ 50.090,00",,"110.392,00","111.089,37","110.699,96","111.659,53","111.616,68","104.856,92","111.659,53","110.779,99","111.160,32","102.457,31",,
GILBERTO APARECIDO ABRAMO,M,06/08/1966,"R$
                                                            33.763,00",0,85 dias,5 dias,2 dias,19 reuniões,6 reuniões,1 reuniões,"R$ 276.601,65","R$ 18.146,52","R$ 22.003,33","R$ 27.404,71","R$ 34.209,75","R$ 32.718,06","R$ 23.558,03","R$ 15.039,80","R$ 18.280,76","R$ 12.603,88","R$ 12.846,34","R$ 59.790,47",,"106.564,34","106.564,34","107.092,65","108.384,08","108.384,08","108.384,08","107.270,71","108.384,08","108.384,08","108.384,08",,
GILSON MARQUES VIEIRA,M,12/04/1981,"R$
                                                            33.763,00",0,88 dias,0 dias,4 dias,40 reuniões,5 reuniões,5 reuniões,"R$ 50.883,26","R$ 3.483,84","R$ 5.736,09","R$ 5.095,21","R$ 6.494,69","R$ 11.767,82","R$ 7.335,78","R$ 6.816,37","R$ 1.383,89","R$ 3,11","R$ 2.766,46",,,"78.079,20","78.079,20","78.079,20","79.784,92","80.772,44","80.772,44","80.772,44","80.772,44","80.772,44","80.772,44",,
GIOVANI CHERINI,M,23/06/1960,"R$
                                                            33.763,00",0,86 dias,3 dias,3 dias,40 reuniões,13 reuniões,3 reuniões,"R$ 419.082,83","R$ 35.135,42","R$ 42.357,46","R$ 49.953,41","R$ 49.975,70","R$ 53.766,31","R$ 54.876,19","R$ 39.994,44","R$ 42.715,35","R$ 21.531,51","R$ 27.017,18","R$ 1.759,86",,"111.574,70","111.574,70","111.574,70","111.574,70","111.574,70","110.520,47","111.205,28","111.574,71","111.574,71","111.574,71",,
GIOVANI BATISTA FELTES,M,10/04/1957,"R$
                                                            33.763,00",0,91 dias,1 dias,0 dias,18 reuniões,4 reuniões,0 reuniões,"R$ 296.462,55","R$ 32.091,85","R$ 37.369,29","R$ 35.989,03","R$ 63.623,79","R$ 29.111,39","R$ 20.875,74","R$ 31.955,95","R$ 26.391,45","R$ 8.680,69","R$ 8.989,17","R$ 1.384,20",,"111.083,28","111.101,04","111.544,86","109.378,77","108.521,73","109.627,69","107.747,07","108.089,89","109.075,48","109.075,48",,
